Inspection Date,Score
09/06/2016,92
08/05/2014,100
12/04/2015,99
01/23/2015,100
12/17/2014,100
09/02/2016,100
06/12/2015,100
10/30/2014,79
03/04/2015,97
06/11/2015,94
11/05/2013,100
08/30/2016,94
08/25/2015,100
06/03/2015,85
09/11/2014,97
06/17/2014,97
04/09/2015,89
11/20/2013,95
03/07/2014,100
08/07/2014,63
11/05/2014,72
03/16/2015,71
02/11/2014,94
10/29/2014,91
09/14/2015,100
03/13/2015,85
10/02/2014,100
09/02/2014,100
10/12/2016,98
05/13/2014,96
07/29/2016,86
06/01/2016,91
03/24/2015,84
04/02/2015,87
01/22/2016,96
10/02/2014,100
07/27/2016,80
07/12/2016,98
10/02/2014,96
08/17/2015,88
07/29/2015,93
11/09/2015,89
05/28/2015,100
08/29/2016,88
03/11/2015,100
06/19/2015,100
10/02/2014,100
01/14/2016,94
04/22/2015,85
02/03/2016,88
03/24/2015,100
02/20/2015,94
10/02/2015,100
01/08/2015,100
11/24/2014,100
09/11/2015,94
07/21/2014,97
07/08/2014,74
03/07/2014,97
11/12/2015,100
03/01/2016,100
09/11/2014,89
03/03/2016,83
04/06/2015,96
09/06/2016,83
01/22/2015,82
01/28/2014,92
05/06/2014,100
01/15/2014,89
06/22/2015,94
11/20/2013,91
01/28/2015,94
04/23/2015,75
04/15/2015,93
11/27/2013,96
12/10/2015,86
10/27/2015,97
04/20/2016,96
06/20/2016,85
08/11/2016,80
03/04/2015,100
02/05/2015,97
10/22/2014,84
07/16/2015,97
07/01/2014,100
04/23/2015,90
01/15/2016,96
11/15/2013,100
03/09/2016,100
01/14/2014,97
09/30/2016,95
05/19/2015,88
12/28/2015,97
06/09/2014,91
07/21/2015,97
09/06/2014,96
12/28/2015,91
01/19/2016,89
02/03/2016,97
10/08/2014,92
05/11/2015,100
09/09/2015,78
03/14/2016,96
03/01/2016,96
05/04/2015,87
10/07/2014,86
07/08/2015,100
06/21/2016,76
03/22/2016,75
08/28/2014,83
01/06/2014,84
01/27/2016,89
05/07/2015,100
02/06/2014,77
03/18/2015,88
11/03/2015,97
03/18/2015,97
02/05/2015,87
02/14/2014,86
02/29/2016,75
04/25/2016,100
01/27/2015,93
11/18/2015,97
03/03/2014,100
11/22/2014,100
06/30/2015,71
03/19/2015,97
03/17/2015,94
11/19/2013,94
09/12/2014,87
08/19/2016,98
09/03/2015,94
05/31/2016,100
01/14/2016,98
08/31/2015,76
05/29/2014,96
06/23/2015,100
10/01/2015,94
07/21/2016,85
02/13/2015,96
03/10/2016,93
04/06/2015,100
09/24/2014,97
02/06/2014,94
03/19/2015,95
06/30/2016,92
04/23/2015,100
08/05/2014,89
09/25/2014,100
02/18/2015,90
07/19/2016,80
10/11/2016,92
12/26/2013,94
07/19/2016,94
01/28/2015,100
06/08/2016,71
04/07/2014,89
02/03/2015,67
04/29/2015,89
05/28/2015,97
07/27/2016,89
03/07/2016,95
03/18/2015,93
04/23/2015,86
04/13/2016,97
08/31/2015,76
02/27/2014,93
08/30/2016,70
06/19/2015,97
11/17/2014,85
07/14/2016,95
06/18/2015,84
05/06/2015,100
07/21/2014,94
10/28/2014,90
06/08/2015,100
07/29/2014,81
03/09/2015,92
12/04/2014,100
08/14/2014,79
02/18/2016,100
01/15/2016,97
04/14/2015,93
05/06/2015,100
11/21/2014,87
11/05/2015,93
11/18/2014,88
08/04/2015,82
02/21/2014,97
04/12/2016,91
04/22/2014,86
05/16/2016,89
12/18/2015,93
05/17/2016,76
07/28/2014,97
03/19/2015,100
09/17/2014,87
10/06/2014,91
01/26/2015,94
06/17/2014,85
11/15/2013,100
10/20/2015,86
03/18/2015,87
12/03/2013,93
08/04/2014,85
01/07/2015,95
04/13/2016,87
08/22/2016,93
04/03/2014,97
04/09/2015,100
07/08/2016,99
01/02/2014,100
04/22/2015,92
04/26/2016,84
06/24/2015,89
01/28/2015,89
02/18/2014,96
09/06/2016,88
09/19/2016,100
09/01/2016,93
12/10/2015,97
01/05/2016,92
08/24/2016,81
10/19/2015,70
08/08/2016,80
01/26/2016,90
03/25/2015,93
06/11/2014,97
09/21/2016,91
11/14/2014,100
09/23/2014,93
10/24/2014,97
03/31/2015,93
08/06/2014,85
04/24/2014,84
04/29/2015,90
04/13/2016,99
03/30/2016,84
01/22/2014,100
08/20/2014,87
06/15/2015,100
01/06/2015,82
08/17/2015,94
07/29/2014,90
01/05/2016,89
07/02/2015,100
09/22/2016,95
04/09/2015,89
07/05/2016,88
07/01/2016,99
07/18/2014,95
04/16/2014,97
02/03/2014,89
01/12/2016,89
03/04/2014,100
01/19/2016,82
02/10/2014,83
03/10/2015,85
04/20/2016,95
01/14/2015,100
06/15/2015,82
12/23/2015,93
10/05/2015,97
12/11/2014,77
03/16/2016,90
06/26/2015,87
07/09/2014,97
04/01/2015,96
05/18/2015,83
03/11/2015,88
07/11/2016,90
07/24/2015,89
11/18/2014,96
07/16/2014,100
02/24/2014,94
09/09/2014,90
06/12/2014,90
09/09/2014,100
02/05/2015,84
07/13/2015,96
04/23/2014,97
02/03/2015,94
05/21/2015,100
01/14/2016,89
08/18/2015,83
04/02/2015,100
10/10/2014,93
08/10/2016,95
10/01/2015,90
05/23/2016,90
08/26/2015,95
02/27/2015,100
08/16/2016,95
01/16/2014,88
05/23/2016,68
07/26/2016,89
09/14/2016,92
01/22/2016,78
06/16/2016,78
04/08/2016,67
07/06/2016,68
05/15/2015,97
11/12/2013,84
03/03/2014,94
12/09/2014,90
08/25/2016,65
07/29/2015,90
07/20/2016,95
04/06/2015,85
08/17/2016,85
11/12/2014,96
10/29/2015,97
04/03/2014,100
09/04/2014,78
08/24/2015,82
02/08/2016,99
12/08/2014,92
03/09/2015,93
08/10/2016,96
04/11/2016,98
12/07/2015,95
12/10/2013,94
07/22/2016,96
02/20/2014,100
02/23/2015,78
08/04/2016,96
05/16/2016,89
12/04/2014,97
09/17/2014,82
10/09/2015,86
02/06/2015,94
05/28/2015,87
04/07/2015,100
08/05/2014,100
02/03/2016,92
04/10/2015,84
10/23/2014,100
07/18/2014,85
08/20/2014,100
06/05/2015,80
04/22/2014,72
05/15/2014,96
08/11/2015,94
04/03/2014,100
12/03/2013,96
08/05/2014,100
04/13/2016,92
05/05/2016,91
08/29/2016,70
11/30/2015,99
06/15/2016,100
03/31/2014,90
12/21/2015,98
09/01/2016,82
08/24/2015,100
07/29/2016,93
03/31/2015,94
06/16/2015,100
09/29/2014,90
02/10/2015,86
01/15/2014,89
12/11/2015,100
01/06/2015,96
05/03/2016,88
05/03/2016,92
04/12/2016,100
09/28/2015,94
08/17/2016,91
03/28/2016,99
05/27/2015,92
09/22/2014,100
10/22/2015,97
12/14/2015,98
04/01/2015,90
10/28/2015,78
02/16/2016,70
10/27/2014,79
10/05/2015,88
03/26/2015,90
06/25/2014,96
03/06/2014,88
09/22/2016,88
06/23/2015,81
01/21/2015,86
02/08/2016,91
03/19/2015,84
09/06/2016,93
01/14/2016,90
06/23/2015,74
07/18/2016,82
11/17/2014,70
06/15/2016,85
04/21/2015,100
10/06/2016,97
05/10/2016,83
07/03/2014,100
03/09/2016,95
07/24/2015,94
03/05/2015,96
01/20/2015,84
05/15/2015,97
07/16/2015,97
02/25/2015,97
02/18/2016,92
09/19/2014,100
10/01/2014,94
03/19/2014,90
01/31/2014,91
01/26/2016,81
08/07/2015,97
03/27/2015,92
05/03/2016,88
11/02/2015,87
12/04/2014,97
05/24/2016,97
08/25/2014,94
02/19/2016,93
06/05/2015,91
09/22/2014,93
02/29/2016,70
07/09/2015,100
12/02/2014,97
08/27/2014,93
07/28/2015,97
10/07/2014,93
04/24/2014,93
09/16/2014,82
07/27/2016,92
03/13/2015,91
11/19/2015,98
12/03/2015,93
10/28/2015,91
02/27/2015,80
09/10/2015,100
07/25/2014,96
12/05/2014,85
06/16/2014,86
12/23/2013,100
11/26/2014,78
03/14/2016,99
07/02/2015,94
04/17/2015,89
04/14/2015,95
05/04/2015,93
09/09/2014,85
09/08/2015,94
11/19/2013,83
04/07/2016,88
07/17/2014,77
02/26/2014,93
08/14/2014,84
06/19/2014,70
02/19/2014,96
12/30/2015,100
03/02/2015,94
09/12/2016,73
05/17/2016,86
03/02/2016,90
07/18/2016,84
11/06/2014,84
07/08/2016,98
05/10/2016,81
02/08/2016,100
08/27/2014,86
07/01/2015,81
07/28/2014,96
10/23/2014,100
06/09/2015,91
08/24/2015,94
06/02/2016,85
06/17/2015,85
03/03/2016,70
11/09/2015,90
03/06/2014,96
07/30/2015,100
02/20/2014,94
12/17/2015,90
10/20/2015,100
09/01/2015,100
05/20/2014,100
07/29/2015,97
11/05/2014,81
10/21/2014,78
02/17/2015,86
03/22/2016,95
11/06/2015,96
11/09/2015,97
07/23/2015,82
09/20/2016,95
01/20/2016,97
08/20/2014,84
02/26/2014,92
08/30/2016,90
10/15/2014,97
08/01/2016,85
08/19/2015,97
07/12/2016,98
01/28/2015,94
10/20/2014,75
04/21/2016,97
03/31/2016,90
03/31/2015,90
10/11/2016,82
06/22/2015,93
09/18/2014,80
09/21/2016,89
09/23/2014,94
05/28/2015,93
05/07/2014,81
08/07/2015,83
01/21/2015,88
10/15/2014,100
07/16/2014,75
03/23/2015,94
05/26/2015,97
09/27/2016,80
08/12/2015,88
07/18/2016,100
03/03/2014,84
09/16/2014,94
05/29/2014,100
07/09/2014,97
02/23/2016,91
07/19/2016,90
01/09/2015,89
01/30/2014,89
08/14/2015,90
09/21/2016,82
10/27/2015,72
03/10/2015,87
07/13/2016,94
04/23/2015,100
03/30/2016,98
01/06/2015,100
08/09/2016,77
02/27/2014,97
02/05/2015,86
12/09/2014,97
08/25/2016,90
09/18/2014,89
06/04/2014,92
05/28/2015,77
06/07/2016,87
11/19/2015,99
01/21/2015,85
11/10/2015,100
06/12/2015,89
02/11/2016,80
07/21/2014,94
02/26/2015,100
09/17/2015,89
05/13/2014,97
01/15/2015,78
11/18/2015,95
03/21/2016,66
12/29/2014,100
08/17/2015,94
10/21/2015,88
06/16/2016,87
06/08/2016,90
12/16/2013,96
07/10/2014,97
02/06/2015,97
08/04/2016,92
10/03/2014,85
02/25/2016,91
04/21/2015,90
06/26/2015,100
12/01/2014,97
03/25/2014,100
10/08/2014,88
06/09/2016,97
05/20/2016,94
11/05/2015,98
09/15/2014,97
11/26/2013,93
10/28/2015,91
04/16/2015,76
11/13/2013,94
09/26/2016,86
01/09/2014,93
12/19/2014,91
06/17/2015,96
10/06/2016,95
08/03/2015,90
03/05/2015,81
04/15/2015,100
08/04/2015,82
01/22/2015,93
02/23/2016,93
10/21/2015,83
06/05/2015,85
06/01/2015,100
12/10/2015,100
03/24/2016,92
01/08/2015,100
04/02/2015,82
12/18/2013,100
09/30/2014,89
11/13/2013,87
05/06/2014,96
07/10/2014,97
09/26/2014,92
07/01/2014,80
07/15/2016,92
01/06/2015,97
09/02/2015,82
07/16/2015,87
02/23/2015,89
06/08/2015,97
05/28/2015,100
11/19/2015,98
09/01/2015,97
08/20/2015,100
11/14/2014,92
05/11/2015,83
09/18/2014,100
05/02/2016,98
08/13/2015,82
12/15/2015,89
06/12/2015,96
09/10/2014,74
02/03/2015,72
06/06/2016,93
05/17/2016,87
12/18/2015,86
12/30/2014,89
11/14/2013,74
06/22/2016,100
04/29/2015,92
06/17/2015,89
03/17/2015,100
01/07/2015,100
03/09/2015,100
08/18/2014,100
08/06/2015,100
01/21/2016,81
08/27/2015,100
09/09/2014,84
11/09/2015,82
01/16/2014,73
03/25/2015,100
05/13/2016,90
09/29/2016,100
10/08/2015,100
08/01/2014,85
06/03/2016,90
09/05/2014,94
05/12/2014,73
12/15/2015,100
12/15/2015,100
03/04/2016,95
04/16/2015,81
11/06/2013,100
09/21/2016,96
04/02/2015,97
04/29/2014,97
07/07/2014,100
03/30/2016,85
06/15/2015,100
10/24/2014,90
08/15/2016,98
05/19/2015,94
06/24/2014,96
03/28/2014,93
04/14/2015,78
08/12/2016,96
10/01/2015,91
09/16/2015,88
12/02/2015,91
09/21/2016,80
04/21/2016,96
08/11/2015,85
04/22/2014,88
04/12/2016,92
12/12/2014,50
03/06/2015,100
03/03/2015,92
03/25/2016,93
07/22/2014,79
02/19/2015,71
11/16/2015,98
01/13/2015,94
07/01/2016,96
08/23/2016,95
04/11/2016,98
10/11/2016,70
09/01/2016,84
06/08/2015,84
12/16/2015,87
09/15/2015,88
04/08/2015,100
09/22/2016,82
05/05/2014,84
11/10/2015,97
01/27/2015,100
04/22/2014,100
07/11/2014,90
07/15/2014,89
09/24/2015,97
03/25/2015,92
03/24/2014,90
04/24/2015,100
02/26/2015,100
07/22/2015,92
02/11/2015,97
02/08/2016,86
09/04/2015,85
05/27/2015,97
06/10/2016,100
03/25/2014,97
11/04/2014,93
04/15/2016,94
11/25/2013,79
10/06/2015,97
06/12/2014,97
03/04/2015,70
02/21/2014,94
04/28/2016,84
08/21/2014,93
02/12/2014,78
01/20/2016,94
10/13/2015,96
12/30/2015,94
03/03/2016,91
05/06/2015,97
01/08/2016,100
09/22/2016,89
08/25/2015,84
07/03/2014,90
01/06/2016,86
04/06/2016,100
10/11/2016,100
03/22/2016,94
08/13/2015,79
05/13/2014,100
08/13/2015,100
05/27/2016,98
05/26/2015,88
08/26/2015,82
08/25/2016,93
12/31/2015,99
05/03/2014,100
11/25/2013,78
11/19/2015,82
08/18/2015,97
08/08/2014,81
04/12/2016,83
07/06/2016,90
04/11/2016,80
05/18/2016,88
05/16/2014,97
07/20/2016,87
08/06/2014,97
05/18/2016,87
04/06/2016,71
08/06/2015,95
05/20/2014,94
01/05/2016,96
04/07/2016,80
05/07/2014,89
07/06/2016,76
06/29/2015,89
12/16/2014,70
10/06/2014,97
02/05/2015,94
02/28/2014,96
01/08/2016,90
06/03/2014,85
07/09/2015,84
03/25/2016,99
06/24/2016,96
07/01/2016,96
10/06/2015,97
09/02/2015,100
11/24/2014,93
12/11/2014,81
02/13/2014,97
08/27/2014,97
09/20/2016,100
02/20/2014,73
11/24/2015,100
09/14/2015,96
03/19/2015,95
12/18/2013,89
06/03/2014,73
01/08/2014,85
01/06/2015,87
03/24/2015,97
09/02/2016,93
10/13/2014,93
02/05/2015,97
03/12/2015,94
03/17/2016,84
03/23/2015,94
12/19/2014,96
02/11/2015,83
01/14/2014,96
08/07/2014,87
11/20/2013,97
10/06/2016,83
08/08/2016,84
04/23/2015,100
08/19/2014,85
08/27/2014,87
03/24/2015,97
04/28/2015,72
07/10/2015,88
12/26/2013,97
02/08/2016,70
07/02/2014,86
04/22/2016,98
01/11/2016,93
05/14/2015,87
01/28/2016,96
12/29/2014,96
08/13/2014,88
08/20/2015,100
04/17/2015,100
08/11/2015,87
05/10/2016,87
07/13/2016,92
08/14/2014,94
02/27/2015,93
08/01/2016,93
05/20/2014,100
04/05/2016,93
07/21/2016,83
10/30/2015,91
01/25/2016,86
12/03/2014,100
10/14/2014,93
05/13/2016,82
06/08/2016,92
10/05/2016,83
12/04/2015,80
08/16/2016,95
01/09/2015,100
11/03/2014,100
05/23/2016,93
09/16/2015,100
02/21/2014,93
02/21/2014,97
05/28/2016,96
12/21/2015,96
03/25/2014,97
03/10/2016,71
03/26/2014,96
03/24/2016,99
09/16/2015,100
11/14/2013,97
06/06/2016,96
05/20/2014,97
11/26/2013,94
03/24/2015,94
02/19/2015,73
12/10/2015,95
04/30/2015,97
12/03/2015,76
10/01/2015,97
12/02/2015,100
04/29/2015,97
05/15/2015,83
03/03/2016,97
12/02/2013,92
08/11/2016,100
07/15/2014,75
03/11/2014,88
02/12/2015,77
10/06/2016,96
03/03/2016,74
12/29/2014,97
08/27/2014,96
08/12/2014,97
04/14/2015,100
07/16/2014,86
10/22/2014,96
12/11/2015,100
04/02/2015,93
02/17/2015,87
02/29/2016,87
10/28/2015,92
10/23/2014,85
03/07/2014,94
04/02/2015,100
04/15/2014,100
02/06/2015,97
06/18/2015,96
12/09/2015,90
06/03/2014,89
10/06/2014,100
10/30/2014,97
10/30/2014,97
06/16/2015,88
11/18/2015,99
10/05/2015,80
02/29/2016,97
03/16/2016,94
01/22/2016,78
08/14/2015,85
04/04/2016,93
06/29/2015,82
07/29/2016,87
09/21/2015,92
02/26/2016,92
09/20/2016,95
08/19/2014,97
03/19/2015,94
09/02/2014,75
07/13/2016,99
08/21/2014,96
06/02/2016,93
06/03/2016,98
03/24/2016,97
04/15/2014,91
04/18/2016,93
06/30/2016,98
03/25/2014,96
12/28/2015,87
05/05/2016,94
02/12/2015,93
11/19/2014,89
12/29/2015,89
08/31/2016,97
10/01/2015,80
11/07/2013,96
02/23/2016,96
05/17/2016,87
03/06/2015,94
06/27/2016,86
01/07/2016,85
12/16/2014,100
11/05/2015,74
12/19/2013,89
09/22/2014,81
01/06/2014,93
12/23/2014,100
09/29/2015,90
11/05/2015,86
06/08/2015,100
08/14/2015,93
06/24/2014,83
03/28/2014,96
09/04/2015,94
06/27/2014,91
09/16/2015,92
04/24/2015,100
11/25/2015,96
05/19/2015,81
05/24/2016,79
06/26/2014,83
05/20/2015,90
08/29/2014,93
03/12/2015,89
11/22/2013,100
03/12/2015,87
04/20/2016,100
08/09/2016,99
05/16/2016,97
08/18/2016,94
07/27/2015,97
05/01/2015,89
02/10/2015,87
03/31/2015,100
12/18/2014,73
02/04/2015,91
07/01/2014,100
04/24/2014,100
07/02/2015,91
07/14/2016,100
04/21/2016,88
06/17/2016,98
09/27/2016,98
10/16/2015,85
06/29/2016,90
04/22/2014,87
06/15/2016,94
10/23/2014,88
10/15/2015,100
02/12/2015,90
06/06/2016,90
01/14/2016,74
07/11/2014,97
03/18/2016,85
04/06/2015,90
08/26/2014,100
04/29/2015,88
05/29/2015,94
01/30/2015,89
01/28/2016,96
04/19/2016,89
05/01/2015,74
09/01/2015,100
02/01/2016,95
07/10/2015,85
11/25/2013,96
05/12/2014,95
12/08/2015,96
05/28/2014,91
11/20/2015,99
06/24/2015,93
07/30/2015,82
03/21/2016,91
08/31/2015,100
12/14/2013,89
03/02/2015,93
01/14/2015,85
02/24/2016,94
06/02/2015,97
03/25/2016,86
03/27/2014,97
07/14/2014,79
02/19/2015,91
09/01/2016,96
12/12/2013,85
03/31/2015,100
12/31/2013,96
01/27/2015,92
05/23/2016,99
10/04/2016,100
06/22/2016,80
03/24/2015,93
07/07/2015,96
05/19/2015,89
04/28/2015,94
04/19/2016,100
03/13/2014,93
03/30/2016,96
06/11/2014,77
08/19/2014,93
03/23/2015,91
05/19/2015,92
01/06/2016,90
10/14/2015,100
07/15/2014,100
09/22/2015,92
09/26/2014,70
06/06/2014,71
02/21/2014,93
03/30/2015,90
12/30/2015,100
12/09/2014,100
02/14/2014,96
07/22/2014,100
03/08/2016,94
06/02/2016,88
06/01/2015,91
10/11/2016,81
04/03/2014,93
05/03/2016,84
01/11/2016,79
04/28/2014,100
04/18/2016,91
06/18/2015,93
03/12/2015,91
04/22/2014,100
05/30/2014,100
07/07/2015,88
01/28/2015,97
03/29/2016,89
05/21/2015,89
10/06/2016,94
06/26/2014,61
01/30/2014,94
06/02/2015,97
05/19/2016,97
10/10/2016,97
11/06/2014,96
10/02/2015,97
01/11/2016,89
04/15/2015,96
11/14/2013,89
08/05/2015,100
12/10/2014,92
04/12/2016,86
05/06/2014,100
05/11/2015,100
02/20/2015,97
11/07/2013,94
05/12/2015,100
10/17/2014,84
03/01/2016,94
02/28/2014,93
09/12/2014,84
09/21/2016,89
04/07/2016,90
04/02/2015,85
10/29/2014,92
07/02/2015,90
09/08/2016,94
06/03/2014,94
10/23/2015,86
02/12/2016,100
01/29/2015,93
03/06/2015,97
09/09/2016,94
04/14/2015,100
02/09/2015,91
02/23/2015,97
08/19/2015,93
03/27/2014,94
02/18/2014,91
04/17/2015,95
04/28/2014,100
03/09/2015,79
09/27/2016,93
09/22/2014,100
02/29/2016,97
01/19/2016,87
08/25/2016,89
07/01/2016,94
09/02/2016,91
01/15/2014,77
03/09/2016,82
09/26/2014,86
11/12/2014,90
10/22/2014,75
01/28/2016,90
08/24/2015,100
08/06/2014,96
08/19/2015,60
01/06/2016,97
09/16/2016,91
07/13/2016,100
05/20/2016,97
01/15/2016,97
09/15/2015,97
08/05/2015,89
04/19/2016,95
01/05/2015,100
03/02/2016,92
03/17/2016,85
01/22/2014,97
11/06/2015,100
09/14/2016,86
08/15/2016,82
02/11/2016,85
08/11/2014,100
02/04/2015,100
06/25/2015,100
03/31/2016,99
03/05/2014,88
03/10/2015,94
01/30/2014,89
06/17/2015,100
10/02/2015,89
09/01/2015,85
05/16/2014,96
06/18/2014,97
10/09/2015,97
05/12/2015,96
07/15/2014,97
06/25/2015,76
09/12/2016,94
05/22/2014,96
08/19/2015,85
08/06/2014,92
09/03/2014,78
04/30/2015,93
03/05/2015,100
09/15/2016,98
03/04/2015,95
02/04/2016,88
07/11/2016,71
01/02/2015,78
04/05/2016,94
03/17/2014,91
08/26/2015,81
04/29/2016,80
11/04/2014,100
07/20/2016,90
03/13/2015,86
03/13/2014,100
11/05/2013,100
07/14/2015,97
04/01/2015,100
12/01/2015,82
10/01/2015,97
02/20/2014,93
02/12/2016,89
05/05/2016,100
08/24/2016,99
02/10/2015,82
01/07/2015,78
11/04/2014,83
02/11/2014,93
07/26/2016,85
10/27/2014,92
04/13/2015,89
09/21/2016,87
01/26/2015,100
07/07/2016,53
09/29/2014,100
05/20/2015,77
05/21/2014,83
10/10/2014,97
06/01/2015,97
02/24/2016,82
11/20/2015,94
05/14/2015,83
09/24/2015,100
03/10/2016,88
06/07/2016,97
04/20/2016,96
05/16/2014,93
04/08/2015,91
12/17/2015,90
06/02/2015,83
02/26/2015,88
09/22/2014,84
05/12/2016,96
03/28/2014,94
03/05/2015,82
01/23/2014,91
07/25/2014,92
04/17/2014,100
06/12/2015,93
07/28/2016,91
06/23/2014,89
04/11/2014,96
10/14/2015,100
02/18/2016,86
04/08/2015,84
10/15/2015,93
04/22/2015,82
04/09/2014,84
07/30/2015,94
04/22/2015,100
05/08/2014,88
10/10/2014,97
09/13/2016,95
05/18/2015,100
12/23/2015,80
04/23/2014,97
05/29/2014,97
03/25/2014,87
02/12/2016,90
10/01/2014,97
09/26/2016,94
06/01/2016,89
06/29/2016,94
08/18/2016,96
04/03/2015,89
02/25/2014,85
03/29/2016,97
07/05/2016,92
09/13/2016,85
04/08/2015,97
07/29/2016,93
01/26/2015,93
07/02/2014,88
08/29/2014,100
02/12/2016,94
03/19/2015,91
12/19/2013,100
04/24/2014,85
03/30/2016,95
11/15/2013,90
11/04/2014,88
07/28/2016,83
04/27/2016,97
05/22/2015,93
12/10/2015,97
08/07/2014,97
06/22/2015,87
07/28/2015,90
09/14/2016,79
08/24/2016,92
05/15/2015,87
05/19/2016,90
03/02/2016,86
10/04/2016,93
02/04/2015,82
01/07/2015,97
01/28/2016,95
09/14/2016,88
02/09/2016,81
03/06/2015,97
02/23/2016,88
02/25/2015,97
08/29/2016,90
07/14/2016,91
08/15/2016,80
07/11/2016,88
09/17/2014,83
02/25/2015,93
11/24/2014,93
05/20/2016,99
10/14/2015,97
10/12/2016,97
03/12/2014,94
02/25/2016,87
06/20/2016,57
01/30/2014,97
10/22/2014,100
03/03/2015,90
05/06/2016,85
03/22/2016,94
02/19/2015,93
04/08/2015,94
01/06/2014,88
04/15/2016,81
10/07/2015,100
06/14/2016,98
10/14/2014,70
10/23/2014,100
01/15/2015,89
04/01/2016,93
11/02/2015,83
11/10/2014,94
07/14/2016,88
12/18/2015,93
12/09/2015,99
07/23/2015,93
05/13/2016,93
02/28/2014,96
04/07/2014,96
08/26/2014,90
08/20/2015,97
06/07/2016,80
02/12/2014,84
09/06/2016,80
12/03/2014,97
03/22/2016,73
04/06/2016,90
04/25/2016,85
09/10/2015,94
06/23/2014,88
04/13/2015,87
11/05/2014,81
05/27/2016,92
09/01/2016,89
11/12/2015,81
01/07/2016,98
12/18/2014,86
12/15/2015,97
01/11/2016,61
11/14/2014,87
11/17/2014,100
09/13/2016,100
07/13/2016,97
05/15/2015,93
09/29/2016,74
09/09/2016,93
10/15/2014,100
07/14/2015,92
04/16/2015,77
10/08/2015,100
02/05/2015,84
08/13/2014,89
05/15/2014,72
03/04/2015,90
08/04/2015,78
10/02/2014,94
03/04/2016,100
02/11/2014,97
10/23/2014,93
06/29/2015,83
07/01/2014,100
08/13/2015,97
03/18/2015,100
05/29/2015,93
02/23/2015,97
08/31/2015,97
12/09/2014,77
08/14/2015,94
07/27/2016,83
05/24/2016,96
03/31/2016,89
07/27/2016,85
01/09/2014,97
02/19/2016,93
05/16/2015,100
05/02/2016,97
10/29/2014,91
06/30/2015,95
03/30/2016,89
03/19/2015,93
11/03/2015,89
08/26/2014,91
10/21/2015,100
12/04/2014,94
05/18/2016,94
08/21/2015,97
09/29/2014,89
03/30/2015,88
01/12/2015,77
06/23/2016,96
03/29/2016,98
02/23/2016,91
09/21/2015,91
03/27/2015,90
01/20/2016,79
03/10/2015,80
07/25/2016,100
05/06/2016,100
09/08/2016,92
08/18/2015,93
04/25/2016,92
09/29/2016,100
01/14/2016,99
02/23/2016,97
07/14/2015,84
11/18/2014,100
03/09/2015,96
07/31/2014,100
01/05/2016,94
06/16/2014,100
05/09/2014,100
02/18/2015,94
05/21/2015,97
08/04/2016,94
10/16/2014,84
04/04/2014,76
01/13/2014,90
12/29/2014,93
08/28/2015,94
03/09/2016,98
08/04/2015,82
09/23/2016,90
10/21/2015,100
09/29/2014,96
05/13/2016,90
04/18/2016,89
08/24/2015,90
08/17/2015,86
08/12/2014,90
06/24/2016,91
07/01/2016,94
06/16/2014,86
01/22/2015,89
01/20/2016,94
03/12/2015,97
07/08/2014,90
10/05/2015,94
07/11/2014,90
01/16/2015,100
03/31/2015,92
12/11/2014,100
08/28/2014,68
08/26/2015,85
07/06/2016,88
02/05/2015,100
01/28/2015,90
12/15/2015,87
09/26/2016,85
04/08/2016,95
03/11/2016,89
04/27/2016,100
01/29/2015,94
05/06/2014,97
06/23/2016,89
05/23/2016,93
11/26/2014,88
07/31/2014,97
12/01/2014,100
03/26/2015,100
10/21/2014,76
07/22/2015,100
05/24/2016,98
06/26/2014,93
04/07/2014,95
05/18/2016,74
09/11/2014,88
02/14/2014,94
11/05/2014,83
05/12/2016,93
11/13/2013,88
01/29/2015,100
09/04/2014,97
01/30/2015,94
03/25/2015,97
07/07/2014,100
03/26/2014,93
09/12/2014,94
02/26/2015,71
10/12/2016,84
03/07/2016,94
07/15/2014,96
03/27/2015,100
10/21/2015,97
06/20/2016,82
06/08/2015,95
03/04/2014,89
08/18/2015,93
04/17/2014,93
08/23/2016,82
05/12/2015,88
12/05/2014,100
03/01/2016,100
10/01/2014,100
03/13/2015,100
07/27/2014,65
06/22/2016,87
07/09/2014,60
08/24/2016,95
07/23/2015,86
06/24/2015,100
05/27/2016,81
04/15/2014,100
05/31/2016,73
11/26/2013,90
02/26/2016,100
01/14/2015,97
05/13/2014,84
11/14/2014,92
01/04/2016,85
08/19/2014,87
06/18/2015,94
05/12/2015,94
06/30/2015,100
07/21/2016,99
08/26/2015,100
09/12/2016,99
10/22/2014,85
07/10/2014,91
10/31/2014,100
08/07/2014,90
05/18/2016,94
09/21/2015,97
07/30/2014,77
06/21/2016,95
02/11/2014,94
06/06/2014,96
03/06/2015,82
06/22/2015,88
06/10/2016,91
11/12/2014,97
03/27/2015,96
06/24/2016,90
06/16/2015,97
12/11/2013,90
09/27/2016,93
05/12/2016,93
02/25/2015,72
05/13/2014,100
04/01/2016,92
08/31/2016,95
09/04/2014,80
06/06/2014,78
05/26/2015,92
03/20/2015,96
12/19/2015,95
01/29/2015,91
07/31/2015,84
04/25/2016,90
04/23/2015,96
05/22/2015,94
03/24/2015,94
05/13/2016,99
04/14/2014,97
08/19/2014,94
02/25/2015,100
01/28/2015,92
